package,keyword
lightsf,point patterns
scSpatialSIM,point patterns
spatstat.explore,point patterns
spatstat.geom,point patterns
spatstat.model,point patterns
spdep,point patterns
stlnpp,point patterns
stopp,point patterns
stpp,point patterns
stppSim,point patterns
transport,point patterns
ETAS,point process
ldmppr,point process
PtProcess,point process
surveillance,point process
BAREB,point process
bayesPO,point process
binspp,point process
climextRemes,point process
dppmix,point process
geocausal,point process
highriskzone,point process
IHSEP,point process
IPPP,point process
kernstadapt,point process
Largevars,point process
nieve,point process
NScluster,point process
palm,point process
pompp,point process
ppdiag,point process
ppmlasso,point process
pro,point process
RHawkes,point process
seismic,point process
spatialEco,point process
spatstat,point process
spatstat.linnet,point process
spatstat.local,point process
stelfi,point process
stopp,point process
stpp,point process
changepoints,point process
evir,point process
globalKinhom,point process
IndTestPP,point process
inlabru,point process
ismev,point process
lgcp,point process
MFT,point process
mmpp,point process
nhppp,point process
NTSS,point process
ppgam,point process
SAPP,point process
spatstat.model,point process
spatstat.random,point process
stlnpp,point process
Distance,point transects
pointRes,pointer years
ffm,points of interest
openrouteservice,points of interest
poisonfrogs,poison frog
poibin,poisson binomial
poisbinom,poisson binomial
PoissonBinomial,poisson binomial
Rediscover,poisson binomial
ShiftConvolvePoibin,poisson binomial
CARBayesST,poisson data
glmmPen,poisson data
RNGforGPD,poisson data
rptR,poisson data
bivpois,poisson distribution
polyaAeppli,poisson distribution
gp,poisson distribution
modgo,poisson distribution
RNGforGPD,poisson distribution
SIBERG,poisson distribution
beast,poisson distribution
BisRNA,poisson distribution
CleaningValidation,poisson distribution
countDM,poisson distribution
Delaporte,poisson distribution
ewp,poisson distribution
geppe,poisson distribution
Horsekicks,poisson distribution
mHMMbayes,poisson distribution
multicmp,poisson distribution
MultRegCMP,poisson distribution
plpoisson,poisson distribution
PoisBinNonNor,poisson distribution
PoisBinOrd,poisson distribution
PoisNonNor,poisson distribution
ptools,poisson distribution
scpoisson,poisson distribution
fishMod,poisson gamma
ktweedie,poisson gamma
msamp,poisson gamma
parallelMCMCcombine,poisson gamma
pgam,poisson gamma
saeeb,poisson gamma
scDECO,poisson gamma
ZIPG,poisson gamma
GLMMselect,poisson glmm
PHclust,poisson hurdle model
earlyR,poisson likelihood
PeakSegDP,poisson likelihood
PeakSegJoint,poisson likelihood
PeakSegOptimal,poisson likelihood
poismf,poisson likelihood
acp,poisson model
fee,poisson model
glamlasso,poisson model
lori,poisson model
mcount,poisson model
overdisp,poisson model
PoiClaClu,poisson model
ProDenICA,poisson model
TDboost,poisson model
zipsae,poisson model
bivpois,poisson model
lfe,poisson model
MixedPoisson,poisson model
poissonreg,poisson model
Rchoice,poisson model
risks,poisson model
SMLE,poisson model
spatstat.linnet,poisson model
ZIPBayes,poisson model
CountsEPPM,poisson process
BinaryEPPM,poisson process
nhppp,poisson process
ontophylo,poisson process
regsubseq,poisson process
simEd,poisson process
AssetPricing,poisson process
carbondate,poisson process
ppsbm,poisson process
HiddenMarkov,poisson process
Ecohydmod,poisson process
sampbias,poisson process
poisDoubleSamp,poisson rates
ratesci,poisson rates
abess,poisson regression
allestimates,poisson regression
aster,poisson regression
aster2,poisson regression
bayesm,poisson regression
bpr,poisson regression
cohorttools,poisson regression
drglm,poisson regression
dwp,poisson regression
fastcpd,poisson regression
GAGAs,poisson regression
GEInfo,poisson regression
glam,poisson regression
glmmML,poisson regression
glmnet,poisson regression
glmtoolbox,poisson regression
glmtrans,poisson regression
gp,poisson regression
gtregression,poisson regression
intmed,poisson regression
metafor,poisson regression
minb,poisson regression
mixpoissonreg,poisson regression
mixtools,poisson regression
ModStatR,poisson regression
multpois,poisson regression
penalized,poisson regression
poissonreg,poisson regression
powerMediation,poisson regression
powertools,poisson regression
qountstat,poisson regression
Renvlp,poisson regression
sAIC,poisson regression
simDAG,poisson regression
SLOPE,poisson regression
SpatialVS,poisson regression
SSGL,poisson regression
Taba,poisson regression
tlm,poisson regression
tvem,poisson regression
WebPower,poisson regression
BalancedSampling,poisson sampling
rsamplr,poisson sampling
rTableICC,poisson sampling
sps,poisson sampling
ggpolar,polar coordinates
RoundAndRound,polar coordinates
ultrapolaRplot,polar coordinates
ggtricks,polar coordinates
KEPTED,polar coordinates
Splinets,polar coordinates
Wats,polar coordinates
palinsol,polar night
openairmaps,polar plots
volcano3D,polar plots
DER,polarization index
AHPtools,policy analysis
RcmdrPlugin.MPAStats,policy analysis
tradepolicy,policy analysis
cramR,policy evaluation
maq,policy evaluation
PEAXAI,policy evaluation
polle,policy evaluation
rdlocrand,policy evaluation
rdmulti,policy evaluation
rdpower,policy evaluation
rnr,policy evaluation
PolicyPortfolios,policy instruments
seer,policy making
DUToolkit,policy options
localIV,policy relevant
geohabnet,policy research
basicspace,political attitudes
CongressData,political behavior
stevedata,political economy
minorparties,political parties
socialranking,political parties
drhutools,political psychology
ces,political science
discursive,political science
drhutools,political science
Ecdat,political science
GK2011,political science
IRTM,political science
muRL,political science
polimetrics,political science
rwlifetable,political science
scR,political science
separationplot,political science
discursive,political sophistication
virtualPollen,pollen data
AeRobiology,pollen season
pollen,pollen season
bipartite,pollination webs
APTIcalc,pollution tolerance
bullseye,polychoric correlation
discnorm,polychoric correlation
random.polychor.pa,polychoric correlation
robcat,polychoric correlation
correlation,polychoric correlation
EFA.dimensions,polychoric correlation
hetcorFS,polychoric correlation
psych,polychoric correlation
plantphysioR,polyethylene glycol
EBPRS,polygenic risk
GxEprs,polygenic risk
iPRSue,polygenic risk
PANPRSnext,polygenic risk
SummaryLasso,polygenic risk
ApplyPolygenicScore,polygenic score
comorbidPGS,polygenic score
DoubleCone,polyhedral cones
popPCR,polymerase chain reaction
RQdeltaCT,polymerase chain reaction
batsch,polymerase chain reaction
boggy,polymerase chain reaction
chipPCR,polymerase chain reaction
CovidMutations,polymerase chain reaction
dpcR,polymerase chain reaction
eDITH,polymerase chain reaction
eDNAjoint,polymerase chain reaction
Fragman,polymerase chain reaction
guescini,polymerase chain reaction
jackalope,polymerase chain reaction
karlen,polymerase chain reaction
lievens,polymerase chain reaction
POD,polymerase chain reaction
qcQpcr,polymerase chain reaction
qpcR,polymerase chain reaction
qPCRhelper,polymerase chain reaction
ruijter,polymerase chain reaction
rutledge,polymerase chain reaction
TWW,polymerase chain reaction
vermeulen,polymerase chain reaction
ADDT,polymeric materials
gaawr2,polymorphic variant
mfp2,polynomial function
inventorize,polynomial model
mable,polynomial model
nn2poly,polynomial model
rsdNE,polynomial model
SSM,polynomial model
bfp,polynomial model
GMDHreg,polynomial model
lin.eval,polynomial model
OptimaRegion,polynomial model
covafillr,polynomial regression
esemifar,polynomial regression
lpridge,polynomial regression
nprobust,polynomial regression
predict3d,polynomial regression
qcrlscR,polynomial regression
sharpData,polynomial regression
smoots,polynomial regression
ADPF,polynomial regression
Bchron,polynomial regression
clam,polynomial regression
crosslag,polynomial regression
epr,polynomial regression
GET,polynomial regression
HSPOR,polynomial regression
invctr,polynomial regression
nomogramFormula,polynomial regression
polyreg,polynomial regression
rai,polynomial regression
RSA,polynomial regression
lpdensity,polynomial regression
GDINA,polytomous attributes
CTT,polytomous data
D3mirt,polytomous data
irtawsi,polytomous data
ltm,polytomous data
ohoegdm,polytomous data
PerFit,polytomous data
scaleAlign,polytomous data
airt,polytomous irt
DIFtree,polytomous items
irtQ,polytomous items
itemanalysis,polytomous items
lordif,polytomous items
simCAT,polytomous items
SSRA,polytomous items
GDINA,polytomous responses
multpois,polytomous responses
ctgdist,polytomously scored items
isotone,pool adjacent violators
meta.shrinkage,pool adjacent violators
monotone,pool adjacent violators
CANE,pooled analysis
rdhs,pooled analysis
Certara.NLME8,pooled data
Certara.RsNLME,pooled data
poolHelper,pooled data
sfaR,pooled data
Equalden.HD,pooled sample
pooledpeaks,pooled sample
poolHelper,pooled sequencing
mMPA,pooled testing
binGroup,pooling designs
ProTrackR,popular music
ProTrackR2,popular music
estar,population abundance
extBatchMarking,population abundance
MullerPlot,population abundance
spotr,population abundance
adwave,population admixture
assignPOP,population assignment
blm,population based
DEBBI,population based
EventPredInCure,population based
FamEvent,population based
famSKATRC,population based
gap,population based
ggdmc,population based
graDiEnt,population based
Jaya,population based
Numero,population based
PoolTestR,population based
samplingVarEst,population based
serofoi,population based
sspse,population based
TeachingSampling,population based
ubiquity,population based
xhaz,population based
ATQ,population census
censuspyrID,population census
PakPC2017,population census
PakPC2023,population census
ppcSpatial,population census
steps,population change
tvtools,population change
EpiSignalDetection,population characteristics
robsurvey,population characteristics
sampleVADIR,population characteristics
fst4pg,population comparison
rpm,population composition
riverconn,population connectivity
epikit,population counts
popReconstruct,population counts
populR,population counts
AgePopDenom,population data
greenSD,population data
Rcan,population data
saeTrafo,population data
SMITIDstruct,population data
usfertilizer,population data
whSample,population data
pycno,population density
spatialEco,population density
SpatialVS,population density
trackdem,population density
befproj,population development
MADPop,population differences
genepop,population differentiation
conf,population distribution
dsims,population distribution
REGENT,population distribution
mmod,population divergence
rKOMICS,population diversity
CatDyn,population dynamics
pop,population dynamics
ABM,population dynamics
albopictus,population dynamics
anovir,population dynamics
DEPONS2R,population dynamics
dynamAedes,population dynamics
epifitter,population dynamics
fishdata,population dynamics
GMSE,population dynamics
ibm,population dynamics
metaRange,population dynamics
MGDrivE,population dynamics
PROSPER,population dynamics
rangr,population dynamics
SiMRiv,population dynamics
slendr,population dynamics
TiPS,population dynamics
puniform,population effect
AgePopDenom,population estimates
censusapi,population estimates
europop,population estimates
sms,population estimates
IBMPopSim,population evolution
rSHAPE,population evolution
demography,population forecasting
forensicpopdata,population frequency
slendr,population genetic models
slendr,population genetic simulations
coalescentMCMC,population genetics
DA,population genetics
dartR.popgen,population genetics
FILEST,population genetics
genepop,population genetics
optiSel,population genetics
OptM,population genetics
PopGenReport,population genetics
poppr,population genetics
rehh,population genetics
slendr,population genetics
SNPfiltR,population genetics
Ease,population genetics
FinePop,population genetics
FinePop2,population genetics
FVDDPpkg,population genetics
GenePopStats,population genetics
learnPopGen,population genetics
NAM,population genetics
popgenr,population genetics
purgeR,population genetics
snpAIMeR,population genetics
tidypopgen,population genetics
GenoPop,population genomic
PopGenHelpR,population genomic
poolfstat,population genomics
whoa,population genomics
BRINDA,population groups
bumblebee,population groups
LDlinkR,population groups
psica,population groups
biogrowth,population growth
exactLTRE,population growth
nimbleCarbon,population growth
PopulationGrowthR,population growth
rangr,population growth
Colossus,population health
covid19sf,population health
eq5d,population health
eq5dsuite,population health
geostan,population health
KHQ,population health
NHSRdatasets,population health
SangerTools,population health
BCClong,population heterogeneity
benthos,population heterogeneity
REMLA,population heterogeneity
SimVitD,population heterogeneity
rmda,population impact
poptrend,population indices
adwave,population level
argminCS,population level
BayesBrainMap,population level
BrainCon,population level
cramR,population level
DCPO,population level
EGAnet,population level
flevr,population level
GeoTox,population level
InterVA4,population level
InterVA5,population level
localIV,population level
OhdsiShinyAppBuilder,population level
openVA,population level
PhenotypeR,population level
phylosamp,population level
PopComm,population level
PROSPER,population level
PSPManalysis,population level
Rgbp,population level
scalablebayesm,population level
scaRabee,population level
scITD,population level
templateICAr,population level
track2KBA,population level
txshift,population level
vaccinationimpact,population level
sequential.pops,population management
scBio,population mapping
mas,population membership
IPMbook,population models
demogR,population models
lefko3,population models
mpmsim,population models
popbio,population models
Rage,population models
Rcompadre,population models
Rramas,population models
ezCutoffs,population models
monolix2rx,population models
nonmem2rx,population models
poems,population models
